Date,Home Team,Away Team,Home Score,Away Score
2025-05-22T22:40:00Z,Detroit Tigers,Cleveland Guardians,0,7
2025-05-22T22:40:00Z,Pittsburgh Pirates,Milwaukee Brewers,5,8
2025-05-22T22:45:00Z,Washington Nationals,Atlanta Braves,8,7
2025-05-23T00:10:00Z,Houston Astros,Seattle Mariners,9,2
2025-05-23T17:35:00Z,Boston Red Sox,Baltimore Orioles,19,5
2025-05-23T22:40:00Z,Cincinnati Reds,Chicago Cubs,6,13
2025-05-23T22:40:00Z,Pittsburgh Pirates,Milwaukee Brewers,6,5
2025-05-23T22:45:00Z,Washington Nationals,San Francisco Giants,0,4
2025-05-23T23:05:00Z,Tampa Bay Rays,Toronto Blue Jays,3,1
2025-05-23T23:10:00Z,Detroit Tigers,Cleveland Guardians,1,3
2025-05-23T23:10:00Z,New York Mets,Los Angeles Dodgers,5,7
2025-05-23T23:15:00Z,Atlanta Braves,San Diego Padres,1,2
2025-05-23T23:40:00Z,Chicago White Sox,Texas Rangers,4,1
2025-05-24T00:10:00Z,Houston Astros,Seattle Mariners,3,5
2025-05-24T00:10:00Z,Minnesota Twins,Kansas City Royals,3,1
2025-05-24T00:15:00Z,St. Louis Cardinals,Arizona Diamondbacks,4,3
2025-05-24T00:40:00Z,Colorado Rockies,New York Yankees,3,2
2025-05-24T01:38:00Z,Los Angeles Angels,Miami Marlins,7,4
2025-05-24T02:05:00Z,Athletics,Philadelphia Phillies,3,4
2025-05-24T17:05:00Z,Boston Red Sox,Baltimore Orioles,6,5
2025-05-24T22:35:00Z,Boston Red Sox,Baltimore Orioles,1,2
2025-05-24T18:10:00Z,Minnesota Twins,Kansas City Royals,5,4
2025-05-24T18:15:00Z,St. Louis Cardinals,Arizona Diamondbacks,6,5
2025-05-24T20:05:00Z,Washington Nationals,San Francisco Giants,3,0
2025-05-24T20:05:00Z,Pittsburgh Pirates,Milwaukee Brewers,2,1
2025-05-24T20:10:00Z,Cincinnati Reds,Chicago Cubs,6,4
2025-05-24T20:10:00Z,Houston Astros,Seattle Mariners,2,1
2025-05-24T20:10:00Z,Atlanta Braves,San Diego Padres,7,1
2025-05-24T20:10:00Z,Chicago White Sox,Texas Rangers,10,5
2025-05-24T20:10:00Z,Colorado Rockies,New York Yankees,1,13
2025-05-24T23:05:00Z,Tampa Bay Rays,Toronto Blue Jays,3,1
2025-05-24T23:15:00Z,Detroit Tigers,Cleveland Guardians,5,7
2025-05-24T23:15:00Z,New York Mets,Los Angeles Dodgers,5,2
2025-05-25T02:05:00Z,Athletics,Philadelphia Phillies,6,9
2025-05-25T02:07:00Z,Los Angeles Angels,Miami Marlins,2,6
2025-05-25T15:35:00Z,Detroit Tigers,Cleveland Guardians,5,0
2025-05-25T17:35:00Z,Boston Red Sox,Baltimore Orioles,1,5
2025-05-25T17:35:00Z,Washington Nationals,San Francisco Giants,2,3
2025-05-25T17:35:00Z,Pittsburgh Pirates,Milwaukee Brewers,5,6
2025-05-25T17:40:00Z,Cincinnati Reds,Chicago Cubs,8,11
2025-05-25T17:40:00Z,Tampa Bay Rays,Toronto Blue Jays,13,0
2025-05-25T18:10:00Z,Houston Astros,Seattle Mariners,5,3
2025-05-25T18:10:00Z,Minnesota Twins,Kansas City Royals,1,2
2025-05-25T18:10:00Z,Chicago White Sox,Texas Rangers,4,5
2025-05-25T18:15:00Z,St. Louis Cardinals,Arizona Diamondbacks,4,3
2025-05-25T19:10:00Z,Colorado Rockies,New York Yankees,4,5
2025-05-25T20:05:00Z,Athletics,Philadelphia Phillies,5,4
2025-05-25T20:07:00Z,Los Angeles Angels,Miami Marlins,0,3
2025-05-25T20:10:00Z,Atlanta Braves,San Diego Padres,3,5
2025-05-25T23:10:00Z,New York Mets,Los Angeles Dodgers,3,1
2025-05-26T17:10:00Z,Detroit Tigers,San Francisco Giants,3,1
2025-05-26T18:10:00Z,Milwaukee Brewers,Boston Red Sox,3,2
2025-05-26T18:20:00Z,Chicago Cubs,Colorado Rockies,3,1
